"Flight.No","Airline","Flight.Type","Scheduled.Departure","Departure","Scheduled.Arrival","Arrival","Flight.Status","Justification","Airport.From","Airport.To","Longitude.To","Latitude.To","Longitude.From","Latitude.From","Departure.Delay","Arrival.Delay","Distance.In.Meters","Flight.No2","AirLine.Code"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-01 23:05:00,2016-01-01 23:05:00,2016-01-02 07:30:00,2016-01-02 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-15 23:05:00,2016-01-16 00:30:00,2016-01-16 07:30:00,2016-01-16 08:42:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,85,72,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-14 23:05:00,2016-01-14 23:05:00,2016-01-15 07:30:00,2016-01-15 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-06 23:05:00,2016-01-06 23:34:00,2016-01-07 07:30:00,2016-01-07 08:11:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,29,41,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-27 23:05:00,2016-01-27 23:05:00,2016-01-28 07:30:00,2016-01-28 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-10 23:05:00,2016-01-10 23:05:00,2016-01-11 07:30:00,2016-01-11 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-23 23:05:00,2016-01-23 23:54:00,2016-01-24 07:30:00,2016-01-24 07:38:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,49,8,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-05 23:05:00,2016-01-05 23:05:00,2016-01-06 07:30:00,2016-01-06 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-18 23:05:00,2016-01-18 23:05:00,2016-01-19 07:30:00,2016-01-19 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-26 23:05:00,2016-01-26 23:05:00,2016-01-27 07:30:00,2016-01-27 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-08 23:05:00,2016-01-08 23:05:00,2016-01-09 07:30:00,2016-01-09 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-24 23:05:00,2016-01-24 23:49:00,2016-01-25 07:30:00,2016-01-25 07:43:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,44,13,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-02 23:05:00,2016-01-02 23:05:00,2016-01-03 07:30:00,2016-01-03 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-17 23:05:00,2016-01-17 23:05:00,2016-01-18 07:30:00,2016-01-18 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-03 23:05:00,2016-01-04 00:51:00,2016-01-04 07:30:00,2016-01-04 08:53:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,106,83,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-31 23:05:00,2016-01-31 03:24:00,2016-02-01 07:30:00,2016-02-01 11:41:00,"Confirmed","AIRPLANE FAULT","KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,-1181,251,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-12 23:05:00,2016-01-12 23:05:00,2016-01-13 07:30:00,2016-01-13 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-28 23:05:00,2016-01-28 23:05:00,2016-01-29 07:30:00,2016-01-29 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 929","AMERICAN AIRLINES INC","International",2016-01-21 23:05:00,2016-01-21 23:05:00,2016-01-22 07:30:00,2016-01-22 07:30:00,"Confirmed",NA,"KMIA","SBGR",-46.478126,-23.4345529,-80.2870457,25.795865,0,0,6553168.02078479,"929","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-26 22:35:00,2016-01-26 22:35:00,2016-01-27 07:10:00,2016-01-27 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-15 22:35:00,2016-01-15 22:35:00,2016-01-16 07:10:00,2016-01-16 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-07 22:35:00,2016-01-07 22:35:00,2016-01-08 07:10:00,2016-01-08 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-31 22:35:00,2016-02-01 01:07:00,2016-02-01 07:10:00,2016-02-01 09:01:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,152,111,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-10 22:35:00,2016-01-10 22:35:00,2016-01-11 07:10:00,2016-01-11 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-29 22:35:00,2016-01-30 00:33:00,2016-01-30 07:10:00,2016-01-30 08:09:00,"Confirmed","AIRPLANE FAULT","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,118,59,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-27 22:35:00,2016-01-27 22:35:00,2016-01-28 07:10:00,2016-01-28 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-13 22:35:00,2016-01-13 22:35:00,2016-01-14 07:10:00,2016-01-14 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-21 22:35:00,2016-01-21 22:35:00,2016-01-22 07:10:00,2016-01-22 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-04 22:35:00,2016-01-04 22:35:00,2016-01-05 07:10:00,2016-01-05 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-20 22:35:00,2016-01-20 22:35:00,2016-01-21 07:10:00,2016-01-21 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-30 22:35:00,2016-01-30 22:29:00,2016-01-31 07:10:00,2016-01-31 06:35:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,-6,-35,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-02 22:35:00,2016-01-02 23:22:00,2016-01-03 07:10:00,2016-01-03 07:24:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,47,14,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-24 22:35:00,2016-01-24 22:35:00,2016-01-25 07:10:00,2016-01-25 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-11 22:35:00,2016-01-11 22:35:00,2016-01-12 07:10:00,2016-01-12 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-25 22:35:00,2016-01-25 22:35:00,2016-01-26 07:10:00,2016-01-26 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-18 22:35:00,2016-01-18 22:35:00,2016-01-19 07:10:00,2016-01-19 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-08 22:35:00,2016-01-08 22:35:00,2016-01-09 07:10:00,2016-01-09 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-17 22:35:00,2016-01-17 22:35:00,2016-01-18 07:10:00,2016-01-18 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-09 22:35:00,2016-01-09 22:35:00,2016-01-10 07:10:00,2016-01-10 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-19 22:35:00,2016-01-19 22:35:00,2016-01-20 07:10:00,2016-01-20 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-23 22:35:00,2016-01-23 22:35:00,2016-01-24 07:10:00,2016-01-24 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-16 22:35:00,2016-01-16 22:35:00,2016-01-17 07:10:00,2016-01-17 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-12 22:35:00,2016-01-12 22:35:00,2016-01-13 07:10:00,2016-01-13 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-05 22:35:00,2016-01-05 22:35:00,2016-01-06 07:10:00,2016-01-06 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-01 22:35:00,2016-01-02 04:23:00,2016-01-02 07:10:00,2016-01-02 12:33:00,"Confirmed","AIRPLANE CONECTION","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,348,323,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-28 22:35:00,2016-01-28 22:35:00,2016-01-29 07:10:00,2016-01-29 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-03 22:35:00,2016-01-03 22:35:00,2016-01-04 07:10:00,2016-01-04 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-14 22:35:00,2016-01-14 22:35:00,2016-01-15 07:10:00,2016-01-15 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-06 22:35:00,2016-01-06 23:25:00,2016-01-07 07:10:00,2016-01-07 07:22:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,50,12,6553168.02078479,"930","AAL"
"AAL - 930","AMERICAN AIRLINES INC","International",2016-01-22 22:35:00,2016-01-22 22:35:00,2016-01-23 07:10:00,2016-01-23 07:10:00,"Confirmed",NA,"SBGR","KMIA",-80.2870457,25.795865,-46.478126,-23.4345529,0,0,6553168.02078479,"930","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-20 23:10:00,2016-01-20 23:10:00,2016-01-21 09:00:00,2016-01-21 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-29 23:10:00,2016-01-29 23:10:00,2016-01-30 09:00:00,2016-01-30 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-04 23:10:00,2016-01-04 23:08:00,2016-01-05 09:00:00,2016-01-05 08:28:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,-2,-32,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-09 23:10:00,2016-01-09 23:10:00,2016-01-10 09:00:00,2016-01-10 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-01 23:10:00,2016-01-01 23:10:00,2016-01-02 09:00:00,2016-01-02 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-06 23:10:00,2016-01-06 23:10:00,2016-01-07 09:00:00,2016-01-07 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-14 23:10:00,2016-01-14 23:10:00,2016-01-15 09:00:00,2016-01-15 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-03 23:10:00,2016-01-03 23:10:00,2016-01-04 09:00:00,2016-01-04 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-27 23:10:00,2016-01-27 23:10:00,2016-01-28 09:00:00,2016-01-28 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-21 23:10:00,2016-01-21 23:10:00,2016-01-22 09:00:00,2016-01-22 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-10 23:10:00,2016-01-10 23:10:00,2016-01-11 09:00:00,2016-01-11 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-31 23:10:00,2016-01-31 23:10:00,2016-02-01 09:00:00,2016-02-01 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-07 23:10:00,2016-01-07 23:10:00,2016-01-08 09:00:00,2016-01-08 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-08 23:10:00,2016-01-08 23:10:00,2016-01-09 09:00:00,2016-01-09 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-16 23:10:00,2016-01-17 00:31:00,2016-01-17 09:00:00,2016-01-17 09:55:00,"Confirmed","AIRPLANE CONECTION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,81,55,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-02 23:10:00,2016-01-03 01:34:00,2016-01-03 09:00:00,2016-01-03 11:09:00,"Confirmed","AIRPLANE CONECTION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,144,129,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-26 23:10:00,2016-01-26 23:10:00,2016-01-27 09:00:00,2016-01-27 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-12 23:10:00,2016-01-12 23:10:00,2016-01-13 09:00:00,2016-01-13 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-11 23:10:00,2016-01-11 23:41:00,2016-01-12 09:00:00,2016-01-12 09:01:00,"Confirmed","AIRPLANE CONECTION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,31,1,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-22 23:10:00,NA,2016-01-23 09:00:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,NA,NA,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-25 23:10:00,2016-01-25 23:10:00,2016-01-26 09:00:00,2016-01-26 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-24 23:10:00,NA,2016-01-25 09:00:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,NA,NA,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-05 23:10:00,2016-01-05 23:02:00,2016-01-06 09:00:00,2016-01-06 08:25:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,-8,-35,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-30 23:10:00,2016-01-30 23:10:00,2016-01-31 09:00:00,2016-01-31 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-19 23:10:00,2016-01-20 05:32:00,2016-01-20 09:00:00,2016-01-20 15:27:00,"Confirmed","AIRPLANE CONECTION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,382,387,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-18 23:10:00,2016-01-19 00:24:00,2016-01-19 09:00:00,2016-01-19 10:50:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,74,110,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-17 23:10:00,2016-01-18 01:45:00,2016-01-18 09:00:00,2016-01-18 11:35:00,"Confirmed","AIRPLANE CONECTION","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,155,155,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-13 23:10:00,2016-01-13 23:10:00,2016-01-14 09:00:00,2016-01-14 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-28 23:10:00,2016-01-28 23:10:00,2016-01-29 09:00:00,2016-01-29 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-23 23:10:00,NA,2016-01-24 09:00:00,NA,"Cancelled","CANCELLED FOR TECHNICAL REASONS","SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,NA,NA,7636064.36254051,"950","AAL"
"AAL - 950","AMERICAN AIRLINES INC","International",2016-01-15 23:10:00,2016-01-15 23:10:00,2016-01-16 09:00:00,2016-01-16 09:00:00,"Confirmed",NA,"SBGR","KJFK",-73.7781391,40.6413111,-46.478126,-23.4345529,0,0,7636064.36254051,"950","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-01 01:30:00,2016-01-01 01:25:00,2016-01-01 11:20:00,2016-01-01 10:31:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,-5,-49,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-23 01:30:00,2016-01-23 02:12:00,2016-01-23 11:20:00,2016-01-23 11:53:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,42,33,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-14 01:30:00,2016-01-13 01:05:00,2016-01-14 11:20:00,2016-01-13 09:06:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,-1465,-1574,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-30 01:30:00,2016-01-30 03:36:00,2016-01-30 11:20:00,2016-01-30 13:40:00,"Confirmed","AIRPLANE FAULT","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,126,140,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-03 01:30:00,2016-01-03 01:30:00,2016-01-03 11:20:00,2016-01-03 11:20:00,"Confirmed",NA,"KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,0,0,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-13 01:30:00,2016-01-13 01:30:00,2016-01-13 11:20:00,2016-01-13 11:20:00,"Confirmed",NA,"KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,0,0,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-17 01:30:00,2016-01-17 14:36:00,2016-01-17 11:20:00,2016-01-18 00:17:00,"Confirmed","MORE THAN 4 HOURS DELAY - AIRPLANE GLITCH","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,786,777,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-21 01:30:00,2016-01-21 01:30:00,2016-01-21 11:20:00,2016-01-21 10:45:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,0,-35,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-18 01:30:00,2016-01-18 03:04:00,2016-01-18 11:20:00,2016-01-18 13:05:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,94,105,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-04 01:30:00,2016-01-04 02:30:00,2016-01-04 11:20:00,2016-01-04 11:58:00,"Confirmed","AIRPLANE CONECTION","KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,60,38,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-15 01:30:00,2016-01-15 01:30:00,2016-01-15 11:20:00,2016-01-15 11:20:00,"Confirmed",NA,"KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,0,0,7636064.36254051,"951","AAL"
"AAL - 951","AMERICAN AIRLINES INC","International",2016-01-12 01:30:00,2016-01-12 01:30:00,2016-01-12 11:20:00,2016-01-12 11:20:00,"Confirmed",NA,"KJFK","SBGR",-46.478126,-23.4345529,-73.7781391,40.6413111,0,0,7636064.36254051,"951","AAL"
