"Flight.No","Airline","Flight.Type","Scheduled.Departure","Departure","Scheduled.Arrival","Arrival","Flight.Status","Justification","Airport.From","Airport.To","Longitude.To","Latitude.To","Longitude.From","Latitude.From","Departure.Delay","Arrival.Delay","Distance.In.Meters","Flight.No2","AirLine.Code"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-30 08:58:00,2016-01-30 08:58:00,2016-01-30 10:35:00,2016-01-30 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-13 12:13:00,2016-01-13 12:13:00,2016-01-13 21:30:00,2016-01-13 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-29 12:13:00,2016-01-29 12:13:00,2016-01-29 21:30:00,2016-01-29 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-19 12:13:00,2016-01-18 12:03:00,2016-01-19 21:30:00,2016-01-18 20:41:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,-1450,-1489,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-30 12:13:00,2016-01-30 12:13:00,2016-01-30 21:30:00,2016-01-30 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-03 23:05:00,2016-01-03 23:05:00,2016-01-04 07:50:00,2016-01-04 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-05 23:05:00,2016-01-05 23:35:00,2016-01-06 07:50:00,2016-01-06 08:35:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,30,45,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-18 12:13:00,2016-01-18 13:09:00,2016-01-18 21:30:00,2016-01-18 22:24:00,"Confirmed","AIRPLANE CONECTION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,56,54,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-22 23:05:00,2016-01-22 23:05:00,2016-01-23 07:50:00,2016-01-23 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-15 23:05:00,2016-01-15 23:55:00,2016-01-16 07:50:00,2016-01-16 08:28:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,50,38,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-10 08:58:00,2016-01-10 10:22:00,2016-01-10 10:35:00,2016-01-10 11:31:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,84,56,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-24 12:13:00,2016-01-24 12:13:00,2016-01-24 21:30:00,2016-01-24 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-05 08:58:00,2016-01-05 08:58:00,2016-01-05 10:35:00,2016-01-05 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-18 08:58:00,2016-01-18 10:54:00,2016-01-18 10:35:00,2016-01-18 12:08:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,116,93,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-31 08:58:00,2016-01-31 08:58:00,2016-01-31 10:35:00,2016-01-31 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-26 23:05:00,2016-01-26 23:16:00,2016-01-27 07:50:00,2016-01-27 08:22:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,11,32,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-12 08:58:00,2016-01-12 08:58:00,2016-01-12 10:35:00,2016-01-12 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-07 12:13:00,2016-01-07 12:13:00,2016-01-07 21:30:00,2016-01-07 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-21 23:05:00,2016-01-21 23:05:00,2016-01-22 07:50:00,2016-01-22 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-29 23:05:00,2016-01-29 23:05:00,2016-01-30 07:50:00,2016-01-30 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-11 23:05:00,2016-01-11 23:05:00,2016-01-12 07:50:00,2016-01-12 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-21 12:13:00,2016-01-21 12:13:00,2016-01-21 21:30:00,2016-01-21 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-10 12:13:00,2016-01-10 12:13:00,2016-01-10 21:30:00,2016-01-10 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-02 12:13:00,2016-01-02 12:26:00,2016-01-02 21:30:00,2016-01-02 20:56:00,"Confirmed","AIRPLANE CONECTION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,13,-34,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-09 08:58:00,2016-01-09 08:58:00,2016-01-09 10:35:00,2016-01-09 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-05 12:13:00,2016-01-05 12:13:00,2016-01-05 21:30:00,2016-01-05 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-03 08:58:00,2016-01-03 08:58:00,2016-01-03 10:35:00,2016-01-03 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-25 12:13:00,2016-01-25 12:13:00,2016-01-25 21:30:00,2016-01-25 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-31 23:05:00,2016-01-31 23:05:00,2016-02-01 07:50:00,2016-02-01 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-06 23:05:00,2016-01-06 23:05:00,2016-01-07 07:50:00,2016-01-07 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-09 12:13:00,2016-01-09 12:13:00,2016-01-09 21:30:00,2016-01-09 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-23 08:58:00,2016-01-23 08:58:00,2016-01-23 10:35:00,2016-01-23 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-13 23:05:00,2016-01-13 23:05:00,2016-01-14 07:50:00,2016-01-14 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-03 12:13:00,2016-01-03 12:13:00,2016-01-03 21:30:00,2016-01-03 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-12 23:05:00,2016-01-12 23:05:00,2016-01-13 07:50:00,2016-01-13 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-09 23:05:00,2016-01-10 00:34:00,2016-01-10 07:50:00,2016-01-10 09:08:00,"Confirmed","AIRPLANE FAULT","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,89,78,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-13 08:58:00,2016-01-13 08:58:00,2016-01-13 10:35:00,2016-01-13 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-02 08:58:00,2016-01-02 10:11:00,2016-01-02 10:35:00,2016-01-02 11:20:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,73,45,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-26 12:13:00,2016-01-26 12:13:00,2016-01-26 21:30:00,2016-01-26 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-07 23:05:00,2016-01-07 23:05:00,2016-01-08 07:50:00,2016-01-08 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-11 12:13:00,2016-01-11 12:13:00,2016-01-11 21:30:00,2016-01-11 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-20 08:58:00,2016-01-20 08:58:00,2016-01-20 10:35:00,2016-01-20 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-25 23:05:00,2016-01-25 23:40:00,2016-01-26 07:50:00,2016-01-26 07:37:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,35,-13,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-27 12:13:00,2016-01-27 11:55:00,2016-01-27 21:30:00,2016-01-27 20:57:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,-18,-33,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-04 12:13:00,2016-01-04 12:13:00,2016-01-04 21:30:00,2016-01-04 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-02 23:05:00,2016-01-02 23:05:00,2016-01-03 07:50:00,2016-01-03 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-23 12:13:00,2016-01-22 11:55:00,2016-01-23 21:30:00,2016-01-22 20:35:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,-1458,-1495,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-22 08:58:00,2016-01-22 08:58:00,2016-01-22 10:35:00,2016-01-22 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-24 23:05:00,2016-01-24 23:05:00,2016-01-25 07:50:00,2016-01-25 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-29 08:58:00,2016-01-29 08:58:00,2016-01-29 10:35:00,2016-01-29 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-19 08:58:00,2016-01-19 08:58:00,2016-01-19 10:35:00,2016-01-19 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-17 23:05:00,2016-01-18 01:36:00,2016-01-18 07:50:00,2016-01-18 09:38:00,"Confirmed","AIRPLANE FAULT","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,151,108,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-23 23:05:00,2016-01-23 23:05:00,2016-01-24 07:50:00,2016-01-24 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-21 08:58:00,2016-01-21 08:58:00,2016-01-21 10:35:00,2016-01-21 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-19 23:05:00,2016-01-19 23:05:00,2016-01-20 07:50:00,2016-01-20 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-01 23:05:00,2016-01-02 00:44:00,2016-01-02 07:50:00,2016-01-02 09:09:00,"Confirmed","AIRPLANE FAULT","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,99,79,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-15 12:13:00,2016-01-15 12:13:00,2016-01-15 21:30:00,2016-01-15 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-27 08:58:00,2016-01-27 09:32:00,2016-01-27 10:35:00,2016-01-27 10:45:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,34,10,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-20 12:13:00,2016-01-20 11:42:00,2016-01-20 21:30:00,2016-01-20 20:35:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,-31,-55,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-31 12:13:00,2016-01-31 12:13:00,2016-01-31 21:30:00,2016-01-31 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-08 23:05:00,2016-01-08 23:37:00,2016-01-09 07:50:00,2016-01-09 08:18:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,32,28,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-08 12:13:00,2016-01-08 12:13:00,2016-01-08 21:30:00,2016-01-08 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-15 08:58:00,2016-01-15 10:03:00,2016-01-15 10:35:00,2016-01-15 11:24:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,65,49,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-26 08:58:00,2016-01-26 08:58:00,2016-01-26 10:35:00,2016-01-26 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-20 23:05:00,2016-01-20 23:07:00,2016-01-21 07:50:00,2016-01-21 07:15:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,2,-35,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-16 12:13:00,2016-01-16 11:48:00,2016-01-16 21:30:00,2016-01-16 20:46:00,"Confirmed","AIR TRAFFIC LIBERATION/ANTECIPATION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,-25,-44,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-30 23:05:00,2016-01-30 23:05:00,2016-01-31 07:50:00,2016-01-31 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-16 08:58:00,2016-01-16 09:31:00,2016-01-16 10:35:00,2016-01-16 10:53:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,33,18,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-10 23:05:00,2016-01-10 23:02:00,2016-01-11 07:50:00,2016-01-11 07:15:00,"Confirmed","DELAY NOT SPECIFIED - OTHER","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,-3,-35,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-17 08:58:00,2016-01-17 11:29:00,2016-01-17 10:35:00,2016-01-17 12:43:00,"Confirmed","AIRPLANE CONECTION","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,151,128,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-12 12:13:00,2016-01-12 12:13:00,2016-01-12 21:30:00,2016-01-12 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-25 08:58:00,2016-01-25 08:58:00,2016-01-25 10:35:00,2016-01-25 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-04 23:05:00,2016-01-04 23:05:00,2016-01-05 07:50:00,2016-01-05 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-28 23:05:00,2016-01-28 23:05:00,2016-01-29 07:50:00,2016-01-29 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-11 08:58:00,2016-01-11 08:58:00,2016-01-11 10:35:00,2016-01-11 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-06 12:13:00,2016-01-06 14:12:00,2016-01-06 21:30:00,2016-01-06 23:24:00,"Confirmed","AIRPLANE CONECTION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,119,114,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-22 12:13:00,2016-01-22 12:13:00,2016-01-22 21:30:00,2016-01-22 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-07 08:58:00,2016-01-07 08:58:00,2016-01-07 10:35:00,2016-01-07 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-14 12:13:00,2016-01-14 12:49:00,2016-01-14 21:30:00,2016-01-14 21:46:00,"Confirmed","AIRPLANE CONECTION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,36,16,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-17 12:13:00,2016-01-17 13:46:00,2016-01-17 21:30:00,2016-01-17 23:02:00,"Confirmed","AIRPLANE CONECTION","SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,93,92,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-28 08:58:00,2016-01-28 08:58:00,2016-01-28 10:35:00,2016-01-28 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-24 08:58:00,2016-01-24 08:58:00,2016-01-24 10:35:00,2016-01-24 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-18 23:05:00,2016-01-18 23:05:00,2016-01-19 07:50:00,2016-01-19 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-28 12:13:00,2016-01-28 12:13:00,2016-01-28 21:30:00,2016-01-28 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-27 23:05:00,2016-01-27 23:05:00,2016-01-28 07:50:00,2016-01-28 07:50:00,"Confirmed",NA,"KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,0,0,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-06 08:58:00,2016-01-06 12:06:00,2016-01-06 10:35:00,2016-01-06 13:18:00,"Confirmed","AIRPLANE FAULT","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,188,163,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-14 23:05:00,2016-01-15 00:24:00,2016-01-15 07:50:00,2016-01-15 08:57:00,"Confirmed","AIRPLANE FAULT","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,79,67,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-02-01 08:58:00,2016-02-01 08:58:00,2016-02-01 10:35:00,2016-02-01 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-14 08:58:00,2016-01-14 10:24:00,2016-01-14 10:35:00,2016-01-14 11:51:00,"Confirmed","AIRPLANE FAULT","SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,86,76,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-08 08:58:00,2016-01-08 08:58:00,2016-01-08 10:35:00,2016-01-08 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-04 08:58:00,2016-01-04 08:58:00,2016-01-04 10:35:00,2016-01-04 10:35:00,"Confirmed",NA,"SBCT","SBPA",-51.1753811,-29.9934732,-49.1724811,-25.5327132,0,0,532259.855202391,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-01-16 23:05:00,2016-01-17 01:45:00,2016-01-17 07:50:00,2016-01-17 10:14:00,"Confirmed","DEPARTURE AIRPORT UNDER LIMITS","KMIA","SBCT",-49.1724811,-25.5327132,-80.2870457,25.795865,160,144,6590805.42393035,"203","AAL"
"AAL - 203","AMERICAN AIRLINES INC","International",2016-02-01 12:13:00,2016-02-01 12:13:00,2016-02-01 21:30:00,2016-02-01 21:30:00,"Confirmed",NA,"SBPA","KMIA",-80.2870457,25.795865,-51.1753811,-29.9934732,0,0,6910628.87158164,"203","AAL"
